Folder Mode ResultCount CacheHits Time1 Time2 Time3 TimeAvg
806      411      6            0          0m0.473s   0m0.411s   0m1.502s   0m0.795s
807      411      10           6          0m0.383s   0m0.432s   0m0.380s   0m0.398s
808      412      47           0          0m0.505s   8m39.955s  8m44.819s  5m48.426s
809      412      47           0          0m0.456s   7m30.129s  5m55.944s  4m28.843s
810      413      6            0          0m0.405s   0m0.947s   0m0.634s   0m0.662s
811      413      6            0          0m0.402s   0m0.825s   0m0.676s   0m0.634s
812      414      7828         0          8m43.558s  0m0.393s   0m0.435s   2m54.795s
813      414      3846175      3846171    5m59.566s  0m0.403s   0m0.338s   2m0.102s
814      415      260          0          0m0.981s   0m0.386s   0m0.414s   0m0.594s
815      415      2122         2120       0m0.834s   0m0.431s   0m0.330s   0m0.532s
816      416      6            0          0m0.378s   22m19.704s 32m58.116s 18m26.066s
817      416      6            0          0m0.386s   22m36.733s 22m13.496s 14m56.872s
818      417      2            0          0m0.309s   0m0.471s   0m0.619s   0m0.466s
819      417      2            0          0m0.390s   0m0.766s   0m0.475s   0m0.544s
820      418      3131         0          22m34.829s 0m8.238s   0m6.080s   7m36.382s
821      418      3133         58         26m2.172s  0m4.310s   0m4.288s   8m43.590s
822      419      37           0          0m0.454s   0m1.766s   0m4.055s   0m2.092s
823      419      37           0          0m0.486s   0m1.873s   0m1.215s   0m1.191s
824      420      5            0          0m7.766s   0m0.447s   0m0.672s   0m2.962s
825      420      5            0          0m4.262s   0m0.455s   0m0.397s   0m1.705s
826      421      679          0          0m1.920s   0m1.090s   0m1.143s   0m1.384s
827      421      7539         7537       0m1.303s   0m1.195s   0m0.602s   0m1.033s
828      422      7            0          0m0.315s   0m0.714s   0m1.168s   0m0.732s
829      422      21           13         0m0.418s   0m0.647s   0m0.572s   0m0.546s
830      423      294          0          0m0.808s   0m0.407s   0m0.659s   0m0.625s
831      423      2444         2442       0m0.631s   0m0.530s   0m0.463s   0m0.541s
832      424      182          0          0m0.662s   0m0.810s   0m1.200s   0m0.891s
833      424      1374         1372       0m0.539s   0m0.700s   0m0.666s   0m0.635s
834      425      39           0          0m0.446s   0m0.846s   0m0.913s   0m0.735s
835      425      41           4          0m0.447s   0m0.660s   0m0.576s   0m0.561s
836      426      154          0          0m0.653s   0m0.421s   0m1.064s   0m0.713s
837      426      1100         1098       0m0.537s   0m0.452s   0m0.473s   0m0.487s
838      427      219          0          0m0.895s   0m0.936s   0m1.498s   0m1.110s
839      427      1717         1715       0m0.502s   0m0.913s   0m0.772s   0m0.729s
840      428      37           0          0m0.493s   0m1.385s   0m1.268s   0m1.049s
841      428      37           0          0m0.419s   0m1.127s   0m0.900s   0m0.815s
842      429      339          0          0m1.138s   0m0.692s   0m0.990s   0m0.940s
843      429      2936         2934       0m0.850s   0m0.815s   0m0.769s   0m0.811s
844      430      383          0          0m1.040s   0m0.459s   0m0.533s   0m0.677s
845      430      4866         4843       0m0.811s   0m0.427s   0m0.441s   0m0.560s
846      431      160          0          0m0.654s   0m22.618s  2m51.055s  1m4.776s
847      431      160          2          0m0.780s   2m3.214s   2m8.206s   1m24.067s
848      432      30           0          0m0.386s   0m0.364s   0m0.468s   0m0.406s
849      432      30           5          0m0.412s   0m0.434s   0m0.378s   0m0.408s
850      433      19           0          0m21.494s  0m7.662s   0m12.772s  0m13.976s
851      433      19           0          2m5.309s   0m8.117s   0m8.226s   0m47.217s
852      434      2            0          0m0.376s   0m0.586s   0m0.848s   0m0.603s
853      434      2            0          0m0.361s   0m0.862s   0m0.473s   0m0.565s
854      435      4            0          0m7.283s   0m0.526s   0m0.741s   0m2.850s
855      435      4            0          0m7.997s   0m0.672s   0m0.457s   0m3.042s
856      436      99           0          0m0.520s   0m8.140s   0m5.348s   0m4.669s
857      436      637          635        0m0.425s   0m4.978s   0m4.319s   0m3.241s
858      437      79           0          0m0.506s   0m6.719s   0m5.701s   0m4.309s
859      437      495          493        0m0.477s   0m5.116s   0m4.475s   0m3.356s
860      438      5            0          0m7.723s   0m0.757s   0m1.173s   0m3.218s
861      438      5            0          0m4.302s   0m0.827s   0m0.598s   0m1.909s
862      439      5            0          0m6.462s                         0m6.462s
863      439      5            0          0m4.284s                         0m4.284s
864      440      240          0          0m0.785s                         0m0.785s
865      440      1912         1910       0m0.525s                         0m0.525s
